0.14 1 0.14 -0.4706 -0.20314 0.303181 0.238914 -0.191329 -0.254529 0.100599 0.252851 
0.15 1 0.15 -0.46625 -0.216562 0.29284 0.252317 -0.174646 -0.264923 0.0783058 0.257674 
0.16 1 0.16 -0.4616 -0.22976 0.281867 0.264986 -0.15716 -0.27383 0.0553663 0.260137 
0.17 1 0.17 -0.45665 -0.242718 0.270279 0.276879 -0.138938 -0.28119 0.0319418 0.260204 
0.18 1 0.18 -0.4514 -0.25542 0.258093 0.287958 -0.120051 -0.286953 0.00819823 0.257856 
0.19 1 0.19 -0.44585 -0.267852 0.245327 0.298184 -0.100571 -0.291073 -0.0156949 0.253099 
0.2 1 0.2 -0.44 -0.28 0.232 0.30752 -0.080576 -0.293517 -0.0395648 0.245957 
0.21 1 0.21 -0.43385 -0.291848 0.218134 0.315932 -0.0601439 -0.294255 -0.0632371 0.236476 
0.22 1 0.22 -0.4274 -0.30338 0.203749 0.323388 -0.0393572 -0.29327 -0.0865365 0.224724 
0.23 1 0.23 -0.42065 -0.314582 0.188868 0.329857 -0.0183002 -0.290552 -0.109288 0.210789 
0.24 1 0.24 -0.4136 -0.32544 0.173515 0.335311 0.00294065 -0.286098 -0.131317 0.194779 
0.25 1 0.25 -0.40625 -0.335938 0.157715 0.339722 0.0242767 -0.279919 -0.152454 0.176824 
0.26 1 0.26 -0.3986 -0.34606 0.141493 0.343067 0.0456178 -0.27203 -0.17253 0.157073 
0.27 1 0.27 -0.39065 -0.355793 0.124876 0.345324 0.0668722 -0.26246 -0.191384 0.135692 
0.28 1 0.28 -0.3824 -0.36512 0.107891 0.346473 0.0879469 -0.251245 -0.208857 0.112866 
0.29 1 0.29 -0.37385 -0.374027 0.0905685 0.346499 0.108748 -0.23843 -0.224801 0.0887971 
0.3 1 0.3 -0.365 -0.3825 0.0729375 0.345386 0.129181 -0.224073 -0.239075 0.0637004 
0.31 1 0.31 -0.35585 -0.390522 0.055029 0.343124 0.149151 -0.208238 -0.251546 0.0378063 
0.32 1 0.32 -0.3464 -0.39808 0.0368752 0.339704 0.168564 -0.191 -0.262093 0.0113569 
0.33 1 0.33 -0.33665 -0.405158 0.018509 0.33512 0.187324 -0.172443 -0.270608 -0.0153957 
0.34 1 0.34 -0.3266 -0.41174 -3.53e-05 0.32937 0.205337 -0.152662 -0.276992 -0.0421908 
0.35 1 0.35 -0.31625 -0.417812 -0.0187227 0.322455 0.222511 -0.131758 -0.281163 -0.0687618 
0.36 1 0.36 -0.3056 -0.42336 -0.0375168 0.314377 0.238753 -0.109843 -0.283053 -0.0948378 
0.37 1 0.37 -0.29465 -0.428368 -0.0563805 0.305145 0.253973 -0.0870365 -0.282608 -0.120146 
0.38 1 0.38 -0.2834 -0.43282 -0.0752753 0.294768 0.268084 -0.0634671 -0.279794 -0.144415 
0.39 1 0.39 -0.27185 -0.436702 -0.094162 0.28326 0.280999 -0.0392707 -0.274591 -0.167375 
0.4 1 0.4 -0.26 -0.44 -0.113 0.27064 0.292636 -0.0145904 -0.266999 -0.188764 
0.41 1 0.41 -0.24785 -0.442698 -0.131748 0.256928 0.302914 0.0104235 -0.257037 -0.208326 
0.42 1 0.42 -0.2354 -0.44478 -0.150363 0.242149 0.311758 0.0356145 -0.244742 -0.225819 
0.43 1 0.43 -0.22265 -0.446233 -0.168802 0.226333 0.319094 0.0608201 -0.230171 -0.241013 
0.44 1 0.44 -0.2096 -0.44704 -0.187021 0.209512 0.324857 0.085873 -0.213404 -0.253694 
0.45 1 0.45 -0.19625 -0.447187 -0.204973 0.191722 0.328981 0.110601 -0.194539 -0.26367 
0.46 1 0.46 -0.1826 -0.44666 -0.222611 0.173006 0.331411 0.134829 -0.173695 -0.270769 
0.47 1 0.47 -0.16865 -0.445442 -0.239889 0.153408 0.332094 0.158378 -0.151012 -0.274845 
0.48 1 0.48 -0.1544 -0.44352 -0.256757 0.132978 0.330985 0.181068 -0.12665 -0.275779 
0.49 1 0.49 -0.13985 -0.440878 -0.273165 0.111771 0.328045 0.202717 -0.100793 -0.273482 
0.5 1 0.5 -0.125 -0.4375 -0.289062 0.0898438 0.323242 0.223145 -0.0736389 -0.267899 
0.51 1 0.51 -0.10985 -0.433373 -0.304397 0.0672611 0.316554 0.242169 -0.0454102 -0.259007 
0.52 1 0.52 -0.0944 -0.42848 -0.319117 0.0440907 0.307964 0.259613 -0.0163456 -0.246822 
0.53 1 0.53 -0.07865 -0.422807 -0.333166 0.0204052 0.297466 0.275301 0.013298 -0.231399 
0.54 1 0.54 -0.0626 -0.41634 -0.346491 -0.00371754 0.285062 0.289063 0.043247 -0.212833 
0.55 1 0.55 -0.04625 -0.409062 -0.359035 -0.0281948 0.270766 0.300735 0.0732129 -0.19126 
0.56 1 0.56 -0.0296 -0.40096 -0.370741 -0.0529387 0.2546 0.31016 0.102893 -0.16686 
0.57 1 0.57 -0.01265 -0.392018 -0.38155 -0.0778563 0.236599 0.31719 0.131973 -0.139856 
0.58 1 0.58 0.0046 -0.38222 -0.391403 -0.102849 0.216807 0.321688 0.16013 -0.110514 
0.59 1 0.59 0.02215 -0.371552 -0.40024 -0.127813 0.195282 0.323528 0.187031 -0.079145 
0.6 1 0.6 0.04 -0.36 -0.408 -0.15264 0.172096 0.322598 0.212339 -0.046103 
0.61 1 0.61 0.05815 -0.347548 -0.414619 -0.177214 0.147332 0.318804 0.235716 -0.0117833 
0.62 1 0.62 0.0766 -0.33418 -0.420035 -0.201415 0.121087 0.312065 0.256824 0.0233786 
0.63 1 0.63 0.09535 -0.319882 -0.424183 -0.225117 0.0934751 0.302324 0.275329 0.0589095 
0.64 1 0.64 0.1144 -0.30464 -0.426997 -0.248188 0.064623 0.289542 0.290905 0.0943014 
0.65 1 0.65 0.13375 -0.288437 -0.42841 -0.27049 0.0346747 0.273706 0.303239 0.129016 
0.66 1 0.66 0.1534 -0.27126 -0.428355 -0.291878 0.00379025 0.254827 0.312032 0.162487 
0.67 1 0.67 0.17335 -0.253092 -0.426763 -0.312203 -0.0278528 0.232945 0.317009 0.19413 
0.68 1 0.68 0.1936 -0.23392 -0.423565 -0.331307 -0.0600591 0.208132 0.31792 0.223344 
0.69 1 0.69 0.21415 -0.213727 -0.418688 -0.349029 -0.0926147 0.180489 0.314545 0.249523 
0.7 1 0.7 0.235 -0.1925 -0.412062 -0.365199 -0.125286 0.150155 0.306704 0.27206 
0.71 1 0.71 0.25615 -0.170222 -0.403614 -0.379641 -0.157821 0.117309 0.29426 0.290361 
0.72 1 0.72 0.2776 -0.14688 -0.393269 -0.392172 -0.189944 0.0821661 0.277125 0.303853 
0.73 1 0.73 0.29935 -0.122458 -0.380952 -0.402605 -0.22136 0.0449896 0.255269 0.311997 
0.74 1 0.74 0.3214 -0.09694 -0.366587 -0.410742 -0.251751 0.00608708 0.228728 0.3143 
0.75 1 0.75 0.34375 -0.0703125 -0.350098 -0.416382 -0.280777 -0.0341835 0.197609 0.310332 
0.76 1 0.76 0.3664 -0.04256 -0.331405 -0.419314 -0.308073 -0.0754115 0.162103 0.29974 
0.77 1 0.77 0.38935 -0.0136675 -0.310429 -0.419321 -0.333251 -0.11713 0.122488 0.282267 
0.78 1 0.78 0.4126 0.01638 -0.287091 -0.41618 -0.355895 -0.158813 0.0791436 0.257772 
0.79 1 0.79 0.43615 0.0475975 -0.261309 -0.409659 -0.375566 -0.199872 0.0325595 0.22625 
0.8 1 0.8 0.46 0.08 -0.233 -0.39952 -0.391796 -0.239651 -0.0166553 0.187855 
0.81 1 0.81 0.48415 0.113603 -0.202081 -0.385516 -0.404091 -0.277425 -0.0677604 0.142927 
0.82 1 0.82 0.5086 0.14842 -0.168467 -0.367394 -0.411926 -0.312395 -0.119873 0.0920153 
0.83 1 0.83 0.53335 0.184468 -0.132073 -0.344892 -0.414749 -0.343685 -0.171954 0.0359123 
0.84 1 0.84 0.5584 0.22176 -0.0928128 -0.317741 -0.411977 -0.370335 -0.222797 -0.0243187 
0.85 1 0.85 0.58375 0.260312 -0.0505977 -0.285664 -0.402996 -0.391302 -0.271017 -0.0873082 
0.86 1 0.86 0.6094 0.30014 -0.0053393 -0.248377 -0.387159 -0.405453 -0.315029 -0.151345 
0.87 1 0.87 0.63535 0.341258 0.043052 -0.205586 -0.363787 -0.411559 -0.353042 -0.214335 
0.88 1 0.88 0.6616 0.38368 0.0946672 -0.156991 -0.332168 -0.408294 -0.383038 -0.273766 
0.89 1 0.89 0.68815 0.427423 0.149598 -0.102282 -0.291555 -0.394229 -0.402758 -0.326656 
0.9 1 0.9 0.715 0.4725 0.207938 -0.0411412 -0.241164 -0.367825 -0.409686 -0.36951 
0.91 1 0.91 0.74215 0.518928 0.26978 0.0267569 -0.180177 -0.327433 -0.401028 -0.398271 
0.92 1 0.92 0.7696 0.56672 0.335219 0.101747 -0.107736 -0.271286 -0.3737 -0.408264 
0.93 1 0.93 0.79735 0.615893 0.404353 0.184172 -0.0229469 -0.197494 -0.324302 -0.394141 
0.94 1 0.94 0.8254 0.66646 0.477277 0.274384 0.0751248 -0.10404 -0.249105 -0.349819 
0.95 1 0.95 0.85375 0.718438 0.55409 0.372744 0.187454 0.0112272 -0.144023 -0.268422 
0.96 1 0.96 0.8824 0.77184 0.634891 0.47962 0.315055 0.150596 -0.00460131 -0.142206 
0.97 1 0.97 0.91135 0.826682 0.719781 0.595392 0.458987 0.316497 0.174015 0.037504 
0.98 1 0.98 0.9406 0.88298 0.808861 0.720446 0.620351 0.511514 0.397099 0.280396 
0.99 1 0.99 0.97015 0.940747 0.902233 0.85518 0.800292 0.738382 0.670366 0.597246 
