0 2.44929e-16 4.89859e-16 7.34788e-16 9.79717e-16 1.22465e-15 1.46958e-15 1.71451e-15 1.95943e-15 2.20436e-15 2.44929e-15 9.79965e-15 2.93915e-15 -3.92135e-15 3.42901e-15 1.07794e-14 3.91887e-15 -2.94163e-15 4.40873e-15 1.17591e-14
0 -2.32942e-16 -4.65883e-16 -6.98825e-16 -9.31767e-16 -1.16471e-15 -1.39765e-15 -1.63059e-15 -1.86353e-15 -2.09647e-15 -2.32942e-15 -9.32002e-15 -2.7953e-15 3.72942e-15 -3.26118e-15 -1.02518e-14 -3.72707e-15 2.79765e-15 -4.19295e-15 -1.11836e-14
0 1.98152e-16 3.96304e-16 5.94456e-16 7.92608e-16 9.9076e-16 1.18891e-15 1.38706e-15 1.58522e-15 1.78337e-15 1.98152e-15 7.92808e-15 2.37782e-15 -3.17244e-15 2.77413e-15 8.72069e-15 3.17043e-15 -2.37983e-15 3.56674e-15 9.5133e-15
0 -1.43966e-16 -2.87932e-16 -4.31898e-16 -5.75863e-16 -7.19829e-16 -8.63795e-16 -1.00776e-15 -1.15173e-15 -1.29569e-15 -1.43966e-15 -5.76009e-15 -1.72759e-15 2.30491e-15 -2.01552e-15 -6.33595e-15 -2.30345e-15 1.72905e-15 -2.59139e-15 -6.91182e-15
0 7.56873e-17 1.51375e-16 2.27062e-16 3.02749e-16 3.78437e-16 4.54124e-16 5.29811e-16 6.05499e-16 6.81186e-16 7.56873e-16 3.02826e-15 9.08248e-16 -1.21176e-15 1.05962e-15 3.33101e-15 1.211e-15 -9.09013e-16 1.36237e-15 3.63376e-15
0 6.12038e-30 1.22408e-29 1.83612e-29 2.44815e-29 3.06019e-29 3.67223e-29 4.28427e-29 4.89631e-29 5.50835e-29 6.12038e-29 2.44877e-28 7.34446e-29 -9.7988e-29 8.56854e-29 2.69359e-28 9.79261e-29 -7.35065e-29 1.10167e-28 2.9384e-28
0 -7.56873e-17 -1.51375e-16 -2.27062e-16 -3.02749e-16 -3.78437e-16 -4.54124e-16 -5.29811e-16 -6.05499e-16 -6.81186e-16 -7.56873e-16 -3.02826e-15 -9.08248e-16 1.21176e-15 -1.05962e-15 -3.33101e-15 -1.211e-15 9.09013e-16 -1.36237e-15 -3.63376e-15
0 1.43966e-16 2.87932e-16 4.31898e-16 5.75863e-16 7.19829e-16 8.63795e-16 1.00776e-15 1.15173e-15 1.29569e-15 1.43966e-15 5.76009e-15 1.72759e-15 -2.30491e-15 2.01552e-15 6.33595e-15 2.30345e-15 -1.72905e-15 2.59139e-15 6.91182e-15
0 -1.98152e-16 -3.96304e-16 -5.94456e-16 -7.92608e-16 -9.9076e-16 -1.18891e-15 -1.38706e-15 -1.58522e-15 -1.78337e-15 -1.98152e-15 -7.92808e-15 -2.37782e-15 3.17244e-15 -2.77413e-15 -8.72069e-15 -3.17043e-15 2.37983e-15 -3.56674e-15 -9.5133e-15
0 2.32942e-16 4.65883e-16 6.98825e-16 9.31767e-16 1.16471e-15 1.39765e-15 1.63059e-15 1.86353e-15 2.09647e-15 2.32942e-15 9.32002e-15 2.7953e-15 -3.72942e-15 3.26118e-15 1.02518e-14 3.72707e-15 -2.79765e-15 4.19295e-15 1.11836e-14
